datetime,symbol,open,high,low,close,volume
2025-11-25 03:55:00+00:00,COMEX:GC1!,4139.9,4140.7,4138.3,4140.1,54.0
2025-11-25 04:00:00+00:00,COMEX:GC1!,4139.7,4140.4,4136.8,4137.2,126.0
2025-11-25 04:05:00+00:00,COMEX:GC1!,4137.1,4142.7,4136.9,4139.3,156.0
2025-11-25 04:10:00+00:00,COMEX:GC1!,4139.3,4141.9,4139.3,4141.6,49.0
2025-11-25 04:15:00+00:00,COMEX:GC1!,4141.9,4144.5,4141.9,4142.6,86.0
2025-11-25 04:20:00+00:00,COMEX:GC1!,4142.6,4144.6,4142.3,4143.6,98.0
2025-11-25 04:25:00+00:00,COMEX:GC1!,4143.3,4143.7,4141.7,4142.4,41.0
2025-11-25 04:30:00+00:00,COMEX:GC1!,4142.5,4143.8,4142.2,4143.5,49.0
2025-11-25 04:35:00+00:00,COMEX:GC1!,4144.0,4145.7,4143.4,4144.6,99.0
2025-11-25 04:40:00+00:00,COMEX:GC1!,4144.1,4144.7,4140.0,4142.6,123.0
2025-11-25 04:45:00+00:00,COMEX:GC1!,4142.0,4143.1,4140.2,4140.4,51.0
2025-11-25 04:50:00+00:00,COMEX:GC1!,4140.6,4141.8,4138.7,4138.9,77.0
2025-11-25 04:55:00+00:00,COMEX:GC1!,4139.2,4139.6,4137.7,4138.2,28.0
2025-11-25 05:00:00+00:00,COMEX:GC1!,4138.5,4140.3,4138.5,4139.9,42.0
2025-11-25 05:05:00+00:00,COMEX:GC1!,4139.7,4143.1,4139.5,4143.1,49.0
2025-11-25 05:10:00+00:00,COMEX:GC1!,4142.8,4145.4,4142.8,4143.9,94.0
2025-11-25 05:15:00+00:00,COMEX:GC1!,4143.9,4144.0,4140.3,4141.1,40.0
2025-11-25 05:20:00+00:00,COMEX:GC1!,4141.7,4144.2,4140.5,4144.1,45.0
2025-11-25 05:25:00+00:00,COMEX:GC1!,4144.7,4144.7,4140.9,4141.5,63.0
2025-11-25 05:30:00+00:00,COMEX:GC1!,4140.9,4142.7,4138.6,4140.7,51.0
2025-11-25 05:35:00+00:00,COMEX:GC1!,4142.1,4143.8,4140.7,4140.8,39.0
2025-11-25 05:40:00+00:00,COMEX:GC1!,4140.5,4144.2,4140.4,4143.2,68.0
2025-11-25 05:45:00+00:00,COMEX:GC1!,4143.2,4143.5,4141.4,4142.1,38.0
2025-11-25 05:50:00+00:00,COMEX:GC1!,4142.5,4147.4,4142.5,4145.7,169.0
2025-11-25 05:55:00+00:00,COMEX:GC1!,4145.7,4150.0,4144.0,4148.4,372.0
2025-11-25 06:00:00+00:00,COMEX:GC1!,4147.9,4148.5,4143.4,4143.8,163.0
2025-11-25 06:05:00+00:00,COMEX:GC1!,4143.7,4149.5,4143.2,4149.2,183.0
2025-11-25 06:10:00+00:00,COMEX:GC1!,4148.1,4148.1,4144.5,4144.7,73.0
2025-11-25 06:15:00+00:00,COMEX:GC1!,4144.8,4146.6,4144.1,4144.6,36.0
2025-11-25 06:20:00+00:00,COMEX:GC1!,4144.3,4144.6,4140.2,4141.1,100.0
2025-11-25 06:25:00+00:00,COMEX:GC1!,4140.4,4140.5,4137.3,4137.9,155.0
2025-11-25 06:30:00+00:00,COMEX:GC1!,4138.7,4140.9,4137.5,4138.2,65.0
2025-11-25 06:35:00+00:00,COMEX:GC1!,4139.0,4139.4,4136.2,4138.4,112.0
2025-11-25 06:40:00+00:00,COMEX:GC1!,4139.2,4139.2,4136.7,4137.4,94.0
2025-11-25 06:45:00+00:00,COMEX:GC1!,4137.9,4139.0,4136.2,4137.4,96.0
2025-11-25 06:50:00+00:00,COMEX:GC1!,4137.3,4139.8,4136.4,4139.5,67.0
2025-11-25 06:55:00+00:00,COMEX:GC1!,4139.0,4139.9,4138.1,4138.6,60.0
2025-11-25 07:00:00+00:00,COMEX:GC1!,4138.1,4142.5,4137.9,4141.1,135.0
2025-11-25 07:05:00+00:00,COMEX:GC1!,4141.0,4142.7,4140.9,4142.7,92.0
2025-11-25 07:10:00+00:00,COMEX:GC1!,4141.1,4141.5,4136.4,4136.9,147.0
2025-11-25 07:15:00+00:00,COMEX:GC1!,4137.4,4140.0,4136.4,4138.8,74.0
2025-11-25 07:20:00+00:00,COMEX:GC1!,4138.5,4141.0,4137.8,4138.9,43.0
2025-11-25 07:25:00+00:00,COMEX:GC1!,4138.8,4139.0,4129.3,4133.4,427.0
2025-11-25 07:30:00+00:00,COMEX:GC1!,4133.3,4135.3,4132.1,4133.7,194.0
2025-11-25 07:35:00+00:00,COMEX:GC1!,4133.2,4133.4,4126.9,4131.4,252.0
2025-11-25 07:40:00+00:00,COMEX:GC1!,4132.0,4135.0,4131.6,4133.9,114.0
2025-11-25 07:45:00+00:00,COMEX:GC1!,4134.9,4135.7,4132.0,4132.5,75.0
2025-11-25 07:50:00+00:00,COMEX:GC1!,4132.0,4132.5,4128.3,4131.8,181.0
2025-11-25 07:55:00+00:00,COMEX:GC1!,4132.0,4133.1,4126.3,4129.4,126.0
2025-11-25 08:00:00+00:00,COMEX:GC1!,4129.7,4131.6,4127.9,4130.0,213.0
2025-11-25 08:05:00+00:00,COMEX:GC1!,4130.8,4132.5,4130.0,4130.0,101.0
2025-11-25 08:10:00+00:00,COMEX:GC1!,4130.2,4132.7,4128.6,4130.7,96.0
2025-11-25 08:15:00+00:00,COMEX:GC1!,4130.9,4136.0,4130.9,4134.4,156.0
2025-11-25 08:20:00+00:00,COMEX:GC1!,4134.2,4134.5,4131.5,4133.8,105.0
2025-11-25 08:25:00+00:00,COMEX:GC1!,4133.4,4135.3,4131.2,4133.2,98.0
2025-11-25 08:30:00+00:00,COMEX:GC1!,4132.9,4132.9,4124.7,4125.9,315.0
2025-11-25 08:35:00+00:00,COMEX:GC1!,4125.6,4126.2,4117.4,4123.2,506.0
2025-11-25 08:40:00+00:00,COMEX:GC1!,4122.7,4126.3,4121.7,4123.6,117.0
2025-11-25 08:45:00+00:00,COMEX:GC1!,4124.6,4125.0,4119.7,4120.3,104.0
2025-11-25 08:50:00+00:00,COMEX:GC1!,4120.2,4121.4,4106.7,4108.6,609.0
2025-11-25 08:55:00+00:00,COMEX:GC1!,4110.2,4114.8,4109.5,4113.0,200.0
2025-11-25 09:00:00+00:00,COMEX:GC1!,4113.3,4120.0,4111.0,4120.0,299.0
2025-11-25 09:05:00+00:00,COMEX:GC1!,4119.9,4122.4,4118.6,4120.2,232.0
2025-11-25 09:10:00+00:00,COMEX:GC1!,4120.4,4126.0,4119.6,4124.5,166.0
2025-11-25 09:15:00+00:00,COMEX:GC1!,4124.6,4128.0,4123.8,4124.4,296.0
2025-11-25 09:20:00+00:00,COMEX:GC1!,4124.4,4126.8,4121.9,4124.0,186.0
2025-11-25 09:25:00+00:00,COMEX:GC1!,4123.5,4123.8,4119.7,4121.6,132.0
2025-11-25 09:30:00+00:00,COMEX:GC1!,4121.4,4123.4,4116.4,4121.5,192.0
2025-11-25 09:35:00+00:00,COMEX:GC1!,4120.9,4124.0,4120.9,4122.4,80.0
2025-11-25 09:40:00+00:00,COMEX:GC1!,4122.6,4127.9,4122.6,4124.1,305.0
2025-11-25 09:45:00+00:00,COMEX:GC1!,4124.3,4125.9,4123.4,4125.7,62.0
2025-11-25 09:50:00+00:00,COMEX:GC1!,4124.9,4126.9,4122.8,4123.2,175.0
2025-11-25 09:55:00+00:00,COMEX:GC1!,4123.4,4126.4,4123.3,4125.8,95.0
2025-11-25 10:00:00+00:00,COMEX:GC1!,4125.8,4132.2,4124.1,4131.5,210.0
2025-11-25 10:05:00+00:00,COMEX:GC1!,4131.5,4134.3,4129.7,4132.2,234.0
2025-11-25 10:10:00+00:00,COMEX:GC1!,4132.2,4134.8,4131.4,4134.8,73.0
2025-11-25 10:15:00+00:00,COMEX:GC1!,4134.8,4136.0,4133.7,4135.6,96.0
2025-11-25 10:20:00+00:00,COMEX:GC1!,4135.2,4135.7,4128.8,4129.1,172.0
2025-11-25 10:25:00+00:00,COMEX:GC1!,4128.5,4129.6,4126.7,4127.7,137.0
2025-11-25 10:30:00+00:00,COMEX:GC1!,4127.8,4128.4,4125.4,4126.7,129.0
2025-11-25 10:35:00+00:00,COMEX:GC1!,4127.3,4128.1,4126.6,4128.0,27.0
2025-11-25 10:40:00+00:00,COMEX:GC1!,4128.4,4131.1,4128.0,4129.6,108.0
2025-11-25 10:45:00+00:00,COMEX:GC1!,4130.4,4132.8,4128.6,4131.4,65.0
2025-11-25 10:50:00+00:00,COMEX:GC1!,4131.2,4131.2,4126.3,4127.4,104.0
2025-11-25 10:55:00+00:00,COMEX:GC1!,4128.0,4128.9,4124.4,4128.3,118.0
2025-11-25 11:00:00+00:00,COMEX:GC1!,4128.3,4130.4,4124.3,4124.7,212.0
2025-11-25 11:05:00+00:00,COMEX:GC1!,4124.8,4129.5,4124.8,4128.3,77.0
2025-11-25 11:10:00+00:00,COMEX:GC1!,4128.2,4132.0,4127.8,4131.9,61.0
2025-11-25 11:15:00+00:00,COMEX:GC1!,4132.0,4135.0,4131.2,4131.2,142.0
2025-11-25 11:20:00+00:00,COMEX:GC1!,4131.0,4131.2,4126.3,4130.4,253.0
2025-11-25 11:25:00+00:00,COMEX:GC1!,4129.4,4130.5,4128.7,4130.2,54.0
2025-11-25 11:30:00+00:00,COMEX:GC1!,4130.0,4131.2,4128.2,4128.5,78.0
2025-11-25 11:35:00+00:00,COMEX:GC1!,4127.5,4128.9,4126.6,4127.0,60.0
2025-11-25 11:40:00+00:00,COMEX:GC1!,4128.0,4130.5,4127.8,4130.0,48.0
2025-11-25 11:45:00+00:00,COMEX:GC1!,4129.5,4132.8,4127.4,4130.5,230.0
2025-11-25 11:50:00+00:00,COMEX:GC1!,4131.0,4131.0,4127.9,4128.1,38.0
2025-11-25 11:55:00+00:00,COMEX:GC1!,4127.8,4130.4,4127.3,4130.4,60.0
2025-11-25 12:00:00+00:00,COMEX:GC1!,4130.6,4133.2,4130.1,4132.5,82.0
2025-11-25 12:05:00+00:00,COMEX:GC1!,4132.8,4134.1,4132.1,4133.0,76.0
2025-11-25 12:10:00+00:00,COMEX:GC1!,4133.2,4134.1,4132.0,4132.3,80.0
2025-11-25 12:15:00+00:00,COMEX:GC1!,4132.1,4135.5,4132.1,4134.4,92.0
2025-11-25 12:20:00+00:00,COMEX:GC1!,4134.0,4135.6,4132.0,4132.1,155.0
2025-11-25 12:25:00+00:00,COMEX:GC1!,4132.0,4132.8,4129.1,4129.3,143.0
2025-11-25 12:30:00+00:00,COMEX:GC1!,4129.8,4131.3,4128.9,4129.9,94.0
2025-11-25 12:35:00+00:00,COMEX:GC1!,4129.9,4133.1,4129.5,4132.7,98.0
2025-11-25 12:40:00+00:00,COMEX:GC1!,4132.6,4133.3,4113.0,4113.0,856.0
2025-11-25 12:45:00+00:00,COMEX:GC1!,4112.4,4123.2,4112.4,4118.1,722.0
2025-11-25 12:50:00+00:00,COMEX:GC1!,4118.6,4126.5,4117.6,4123.4,394.0
2025-11-25 12:55:00+00:00,COMEX:GC1!,4122.2,4127.1,4122.2,4127.1,173.0
2025-11-25 13:00:00+00:00,COMEX:GC1!,4127.1,4131.9,4126.2,4129.2,221.0
2025-11-25 13:05:00+00:00,COMEX:GC1!,4129.7,4135.3,4129.7,4135.3,198.0
2025-11-25 13:10:00+00:00,COMEX:GC1!,4135.6,4137.6,4133.3,4135.1,266.0
2025-11-25 13:15:00+00:00,COMEX:GC1!,4135.0,4139.8,4134.6,4138.9,286.0
2025-11-25 13:20:00+00:00,COMEX:GC1!,4139.3,4144.0,4137.1,4138.4,474.0
2025-11-25 13:25:00+00:00,COMEX:GC1!,4138.8,4140.4,4134.6,4138.4,329.0
2025-11-25 13:30:00+00:00,COMEX:GC1!,4139.3,4146.0,4138.9,4141.4,636.0
2025-11-25 13:35:00+00:00,COMEX:GC1!,4140.1,4148.3,4139.7,4141.9,566.0
2025-11-25 13:40:00+00:00,COMEX:GC1!,4141.8,4145.6,4141.4,4142.9,315.0
2025-11-25 13:45:00+00:00,COMEX:GC1!,4142.9,4145.0,4140.9,4144.6,197.0
2025-11-25 13:50:00+00:00,COMEX:GC1!,4144.9,4146.6,4144.8,4145.1,181.0
2025-11-25 13:55:00+00:00,COMEX:GC1!,4145.6,4146.7,4140.8,4144.5,505.0
2025-11-25 14:00:00+00:00,COMEX:GC1!,4144.1,4145.4,4142.1,4142.6,151.0
2025-11-25 14:05:00+00:00,COMEX:GC1!,4142.2,4142.3,4136.5,4138.2,413.0
2025-11-25 14:10:00+00:00,COMEX:GC1!,4137.8,4142.4,4137.7,4139.6,154.0
2025-11-25 14:15:00+00:00,COMEX:GC1!,4139.9,4140.0,4135.0,4137.0,180.0
2025-11-25 14:20:00+00:00,COMEX:GC1!,4136.8,4139.6,4135.5,4137.7,220.0
2025-11-25 14:25:00+00:00,COMEX:GC1!,4137.2,4137.7,4129.6,4130.9,1094.0
2025-11-25 14:30:00+00:00,COMEX:GC1!,4131.2,4134.6,4123.1,4124.5,1871.0
2025-11-25 14:35:00+00:00,COMEX:GC1!,4123.6,4128.3,4113.4,4118.5,884.0
2025-11-25 14:40:00+00:00,COMEX:GC1!,4118.3,4124.6,4113.8,4116.0,906.0
2025-11-25 14:45:00+00:00,COMEX:GC1!,4115.3,4116.3,4106.8,4111.2,751.0
2025-11-25 14:50:00+00:00,COMEX:GC1!,4110.6,4119.0,4107.0,4117.3,551.0
2025-11-25 14:55:00+00:00,COMEX:GC1!,4118.0,4122.7,4115.5,4121.8,431.0
2025-11-25 15:00:00+00:00,COMEX:GC1!,4121.8,4122.3,4113.9,4118.0,463.0
2025-11-25 15:05:00+00:00,COMEX:GC1!,4117.4,4126.6,4116.6,4126.2,340.0
2025-11-25 15:10:00+00:00,COMEX:GC1!,4126.6,4127.9,4121.2,4125.2,448.0
2025-11-25 15:15:00+00:00,COMEX:GC1!,4126.2,4130.1,4123.2,4125.8,376.0
2025-11-25 15:20:00+00:00,COMEX:GC1!,4125.3,4125.3,4120.6,4123.8,318.0
2025-11-25 15:25:00+00:00,COMEX:GC1!,4123.6,4126.9,4121.3,4123.8,265.0
2025-11-25 15:30:00+00:00,COMEX:GC1!,4123.7,4129.6,4123.7,4127.9,334.0
2025-11-25 15:35:00+00:00,COMEX:GC1!,4127.4,4128.0,4123.8,4123.8,206.0
2025-11-25 15:40:00+00:00,COMEX:GC1!,4124.3,4127.2,4123.2,4126.5,227.0
2025-11-25 15:45:00+00:00,COMEX:GC1!,4126.6,4129.2,4124.1,4124.2,262.0
2025-11-25 15:50:00+00:00,COMEX:GC1!,4124.4,4125.0,4118.1,4121.0,489.0
2025-11-25 15:55:00+00:00,COMEX:GC1!,4121.0,4122.0,4117.0,4119.1,343.0
2025-11-25 16:00:00+00:00,COMEX:GC1!,4118.6,4127.0,4118.1,4126.5,432.0
2025-11-25 16:05:00+00:00,COMEX:GC1!,4126.5,4126.7,4122.5,4122.5,186.0
2025-11-25 16:10:00+00:00,COMEX:GC1!,4122.1,4127.6,4119.1,4127.3,301.0
2025-11-25 16:15:00+00:00,COMEX:GC1!,4127.3,4137.0,4127.3,4133.8,544.0
2025-11-25 16:20:00+00:00,COMEX:GC1!,4135.0,4136.2,4129.9,4132.6,330.0
2025-11-25 16:25:00+00:00,COMEX:GC1!,4132.5,4137.5,4132.5,4136.6,262.0
2025-11-25 16:30:00+00:00,COMEX:GC1!,4136.9,4137.0,4133.3,4133.8,151.0
2025-11-25 16:35:00+00:00,COMEX:GC1!,4133.9,4135.4,4132.2,4134.8,149.0
2025-11-25 16:40:00+00:00,COMEX:GC1!,4134.7,4137.2,4134.6,4136.1,155.0
2025-11-25 16:45:00+00:00,COMEX:GC1!,4136.6,4136.6,4130.7,4131.5,106.0
2025-11-25 16:50:00+00:00,COMEX:GC1!,4132.1,4134.0,4132.0,4132.7,56.0
2025-11-25 16:55:00+00:00,COMEX:GC1!,4132.8,4133.5,4131.7,4132.2,108.0
2025-11-25 17:00:00+00:00,COMEX:GC1!,4132.2,4147.8,4131.8,4144.2,1080.0
2025-11-25 17:05:00+00:00,COMEX:GC1!,4144.4,4148.1,4141.5,4147.5,169.0
2025-11-25 17:10:00+00:00,COMEX:GC1!,4146.4,4150.0,4143.7,4147.4,711.0
2025-11-25 17:15:00+00:00,COMEX:GC1!,4147.4,4147.5,4142.0,4144.2,292.0
2025-11-25 17:20:00+00:00,COMEX:GC1!,4144.8,4148.4,4142.7,4147.6,307.0
2025-11-25 17:25:00+00:00,COMEX:GC1!,4147.4,4150.7,4146.3,4146.3,513.0
2025-11-25 17:30:00+00:00,COMEX:GC1!,4146.7,4156.3,4145.5,4154.7,661.0
2025-11-25 17:35:00+00:00,COMEX:GC1!,4154.6,4154.7,4147.8,4149.3,337.0
2025-11-25 17:40:00+00:00,COMEX:GC1!,4149.9,4150.5,4146.6,4149.3,333.0
2025-11-25 17:45:00+00:00,COMEX:GC1!,4149.3,4149.8,4145.4,4147.5,171.0
2025-11-25 17:50:00+00:00,COMEX:GC1!,4147.6,4147.8,4140.4,4141.7,211.0
